v1,v2
spam,Electricity bill overdue Rs.HDFC. Pay now or power cut: pay.bill479.in
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyAxis http://secure-link378.in
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftHDFC (malware risk)
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim748 Share bank details http://secure-link690.in
ham,Amazon order #AMZ31891 delivered successfully. Rate now.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC http://secure-link949.in
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC Urgent! Click now or lose access. http://secure-link362.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,Flipkart: Your package will arrive tomorrow.
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Axis http://secure-link477.in"
spam,Device infected! Call Microsoft 1800HDFC now to fix. Urgent! Click now or lose access. http://secure-link486.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Meeting at 4PM today bro. Confirm?
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftAxis (malware risk)
ham,Flipkart: Your package will arrive tomorrow.
ham,Swiggy order on the way ETA 15 min
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postHDFC
ham,Amazon order #AMZ97508 delivered successfully. Rate now.
spam,Device infected! Call Microsoft 1800HDFC now to fix. http://secure-link598.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Meeting at 4PM today bro. Confirm?
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access. http://secure-link341.in
spam,Amazon delivery failed. Call 1800Union or order cancelled. http://secure-link461.in
ham,Amazon order #AMZ21644 delivered successfully. Rate now.
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI Urgent! Click now or lose access.
ham,OTP for Paytm login: 91741. Do not share.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/357. Do not ignore!"
ham,OTP for Paytm login: 79315. Do not share.
ham,Your Google verification code is 7704. Never share.
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/167. Do not ignore!"
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Income tax refund ₹25000 pending. Share PAN now
ham,Airtel Thanks: Bill paid Rs.499.
spam,Your device has virus. Install this app to clean
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk) Urgent! Click now or lose access.
ham,Airtel Thanks: Bill paid Rs.499.
ham,OTP for Paytm login: 46574. Do not share.
spam,Device infected! Call Microsoft 1800Axis now to fix.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobUnion
spam,Papa accident. Transfer Rs.5000 urgently to this number. http://secure-link419.in
ham,Flipkart: Your package will arrive tomorrow.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobAxis
spam,KYC registration of random person detected on your number. Verify: link
ham,Bro where are you?
ham,Happy Birthday bhai 🎉
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link783.in
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/167. Do not ignore!"
ham,Meeting at 4PM today bro. Confirm?
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Your Google verification code is 1910. Never share.
ham,Meeting at 4PM today bro. Confirm?
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,🎉 Congratulations! You won ₹HDFC lakh. Claim now: goo.gl/claim456 Share bank details
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill861.in http://secure-link726.in
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobAxis http://secure-link257.in
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill145.in http://secure-link728.in
ham,Meeting postponed to tomorrow
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch676 http://secure-link930.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
spam,New Year reward ₹1000 from Jio. Claim gift link
spam,Papa accident. Transfer Rs.5000 urgently to this number.
ham,OTP for Paytm login: 48174. Do not share.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800SBI Urgent! Click now or lose access. http://secure-link306.in"
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/311. Do not ignore!"
spam,Papa accident. Transfer Rs.5000 urgently to this number.
ham,Amazon order #AMZ53435 delivered successfully. Rate now.
spam,Your device has virus. Install this app to clean bit.ly/urgent
ham,Your Google verification code is 40817. Never share.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Union Urgent! Click now or lose access. http://secure-link879.in"
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobAxis http://secure-link237.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,OTP for Paytm login: 14332. Do not share.
spam,🎉 Congratulations! You won ₹HDFC lakh. Claim now: goo.gl/claim230 Share bank details Urgent! Click now or lose access. http://secure-link537.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Flipkart: Your package will arrive tomorrow.
ham,Flipkart: Your package will arrive tomorrow.
ham,Meeting at 4PM today bro. Confirm?
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postUnion
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access. http://secure-link915.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
spam,Device infected! Call Microsoft 1800SBI now to fix. http://secure-link949.in
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Airtel Thanks: Bill paid Rs.499.
spam,🎉 Congratulations! You won ₹Union lakh. Claim now: goo.gl/claim799 Share bank details http://secure-link333.in
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in http://secure-link754.in
ham,Flipkart: Your package will arrive tomorrow.
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/596. Do not ignore!"
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,KYC registration of random person detected on your number. Verify: link bit.ly/urgent
ham,OTP for Paytm login: 25232. Do not share.
spam,🎉 Congratulations! You won ₹Union lakh. Claim now: goo.gl/claim522 Share bank details
ham,OTP for Paytm login: 39823. Do not share.
ham,Flipkart: Your package will arrive tomorrow.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,KYC registration of random person detected on your number. Verify: link
ham,Meeting at 4PM today bro. Confirm?
ham,Amazon order #AMZ93531 delivered successfully. Rate now.
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill544.in http://secure-link252.in
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/555. Do not ignore! Urgent! Click now or lose access."
ham,Airtel Thanks: Bill paid Rs.499.
spam,Amazon delivery failed. Call 1800HDFC or order cancelled. Urgent! Click now or lose access. http://secure-link502.in
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC http://secure-link984.in"
spam,Amazon delivery failed. Call 1800SBI or order cancelled. Urgent! Click now or lose access. http://secure-link155.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access.
ham,Your Google verification code is 50873. Never share.
spam,Papa accident. Transfer Rs.5000 urgently to this number.
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/414. Do not ignore! Urgent! Click now or lose access."
ham,Flipkart: Your package will arrive tomorrow.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access.
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
ham,OTP for Paytm login: 5441. Do not share.
ham,OTP for Paytm login: 85058. Do not share.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access. http://secure-link138.in
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI
ham,Happy Birthday bhai 🎉
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link897.in
ham,OTP for Paytm login: 15312. Do not share.
ham,Happy Birthday bhai 🎉
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftHDFC (malware risk) Urgent! Click now or lose access.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxSBI Urgent! Click now or lose access. http://secure-link349.in
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/163. Do not ignore!"
spam,"Dear customer, your Axis account will be blocked today. Update KYC immediately: bit.ly/928. Do not ignore!"
ham,OTP for Paytm login: 6357. Do not share.
ham,Your Google verification code is 18560. Never share.
spam,Device infected! Call Microsoft 1800Union now to fix. http://secure-link190.in
spam,New Year reward ₹1000 from Jio. Claim gift link
ham,Flipkart: Your package will arrive tomorrow.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,OTP for Paytm login: 71547. Do not share.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC Urgent! Click now or lose access. http://secure-link331.in
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link223.in
ham,OTP for Paytm login: 29362. Do not share.
spam,Papa accident. Transfer Rs.5000 urgently to this number.
ham,Meeting at 4PM today bro. Confirm?
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800SBI"
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Happy Birthday bhai 🎉
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk)
ham,Happy Birthday bhai 🎉
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access. http://secure-link951.in
ham,Amazon order #AMZ99281 delivered successfully. Rate now.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankUnion.in Urgent! Click now or lose access. http://secure-link497.in
spam,Device infected! Call Microsoft 1800Union now to fix. http://secure-link179.in
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobUnion http://secure-link219.in
ham,OTP for Paytm login: 95218. Do not share.
ham,OTP for Paytm login: 85221. Do not share.
ham,Happy Birthday bhai 🎉
ham,Airtel Thanks: Bill paid Rs.499.
ham,Airtel Thanks: Bill paid Rs.499.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
spam,Income tax refund ₹25000 pending. Share PAN now
ham,Meeting postponed to tomorrow
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/917. Do not ignore!"
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC Urgent! Click now or lose access.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill630.in Urgent! Click now or lose access.
ham,Happy Birthday bhai 🎉
ham,Amazon order #AMZ22733 delivered successfully. Rate now.
ham,Bro where are you?
ham,Amazon order #AMZ24703 delivered successfully. Rate now.
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch957 http://secure-link673.in
spam,Amazon delivery failed. Call 1800Axis or order cancelled. http://secure-link637.in
ham,Flipkart: Your package will arrive tomorrow.
spam,Electricity bill overdue Rs.HDFC. Pay now or power cut: pay.bill810.in
ham,Your Google verification code is 61725. Never share.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankAxis.in
spam,Electricity bill overdue Rs.HDFC. Pay now or power cut: pay.bill589.in Urgent! Click now or lose access.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyHDFC
ham,Meeting at 4PM today bro. Confirm?
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access. http://secure-link459.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,OTP for Paytm login: 12698. Do not share.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyUnion
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winAxis
spam,Papa accident. Transfer Rs.5000 urgently to this number.
ham,Flipkart: Your package will arrive tomorrow.
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access.
ham,OTP for Paytm login: 44253. Do not share.
ham,Happy Birthday bhai 🎉
ham,Meeting at 4PM today bro. Confirm?
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Swiggy order on the way ETA 15 min
spam,🎉 Congratulations! You won ₹Union lakh. Claim now: goo.gl/claim816 Share bank details Urgent! Click now or lose access. http://secure-link514.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,Flipkart: Your package will arrive tomorrow.
ham,Amazon order #AMZ79726 delivered successfully. Rate now.
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch843 Urgent! Click now or lose access.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankSBI.in Urgent! Click now or lose access. http://secure-link932.in
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Traffic challan Rs.SBI. Pay or vehicle seized: paytm.me/ch912 Urgent! Click now or lose access. http://secure-link102.in
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Amazon order #AMZ1770 delivered successfully. Rate now.
spam,Device infected! Call Microsoft 1800SBI now to fix. Urgent! Click now or lose access.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC Urgent! Click now or lose access. http://secure-link293.in
spam,Papa accident. Transfer Rs.5000 urgently to this number.
ham,Your Google verification code is 77341. Never share.
ham,Meeting at 4PM today bro. Confirm?
ham,Flipkart: Your package will arrive tomorrow.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk) Urgent! Click now or lose access.
